clado1,mu1,K1,gam1,ana1,clado2,mu2,K2,gam2,ana2
0.317413166,0.277593502,Inf,0.00036644,1.596654515,0.317413166,0.45020534,Inf,0.034025621,1.596654515
0.336612346,0.289555291,Inf,0.000354312,1.691776302,0.336612346,0.475207674,Inf,0.035722029,1.691776302
0.331345168,0.288783912,Inf,0.000367741,1.984734735,0.331345168,0.475236897,Inf,0.03622374,1.984734735
0.325526906,0.264109285,Inf,0.000295409,1.588473092,0.325526906,0.462303386,Inf,0.034929306,1.588473092
0.30979576,0.243489579,Inf,0.000269453,1.611355378,0.30979576,0.441129407,Inf,0.033422978,1.611355378
0.293462345,0.244661939,Inf,0.00030948,1.33878206,0.293462345,0.424275283,Inf,0.032674829,1.33878206
0.363618799,0.31610466,Inf,0.000376007,1.811128441,0.363618799,0.498447578,Inf,0.036289913,1.811128441
0.301812496,0.26364556,Inf,0.000358906,1.1310309,0.301812496,0.415942844,Inf,0.030524638,1.1310309
0.326577918,0.280917435,Inf,0.000350826,1.49933943,0.326577918,0.458627723,Inf,0.034291957,1.49933943
0.307930721,0.24677989,Inf,0.000282382,1.461656938,0.307930721,0.447128534,Inf,0.034527013,1.461656938
0.295306249,0.242470304,Inf,0.000297288,1.320215576,0.295306249,0.420661315,Inf,0.031907495,1.320215576
0.29290831,0.246264862,Inf,0.000316769,1.179886293,0.29290831,0.402309362,Inf,0.029388321,1.179886293
0.36108244,0.318431167,Inf,0.000394744,2.060317912,0.36108244,0.507951535,Inf,0.038005699,2.060317912
0.313243809,0.266878315,Inf,0.000336282,1.743725065,0.313243809,0.442147147,Inf,0.033194959,1.743725065
0.339215079,0.281929644,Inf,0.000319122,1.476148351,0.339215079,0.469471446,Inf,0.034605174,1.476148351
0.293532836,0.246196212,Inf,0.000315125,1.720369122,0.293532836,0.43051237,Inf,0.03357414,1.720369122
0.31495465,0.271019525,Inf,0.000347289,1.619884385,0.31495465,0.447750521,Inf,0.033902754,1.619884385
0.296331284,0.243613268,Inf,0.00029898,1.484256606,0.296331284,0.433578709,Inf,0.033708884,1.484256606
0.319981814,0.272746014,Inf,0.000339049,1.598730906,0.319981814,0.447372543,Inf,0.033270004,1.598730906
0.298567352,0.245122143,Inf,0.000298567,1.448221615,0.298567352,0.433605998,Inf,0.033522034,1.448221615
0.293441397,0.255975151,Inf,0.000353497,1.373832199,0.293441397,0.42274286,Inf,0.032461413,1.373832199
0.343685899,0.300588248,Inf,0.000377462,1.581374223,0.343685899,0.47952605,Inf,0.035621836,1.581374223
0.324973071,0.261556506,Inf,0.000288962,1.568248564,0.324973071,0.478578137,Inf,0.037526729,1.568248564
0.333299073,0.279422347,Inf,0.000325809,1.535303652,0.333299073,0.480072938,Inf,0.036828451,1.535303652
0.288756782,0.23801649,Inf,0.000298923,1.397975456,0.288756782,0.424014473,Inf,0.033085016,1.397975456
0.309449272,0.264114745,Inf,0.000336735,1.753296838,0.309449272,0.455035106,Inf,0.035536091,1.753296838
0.288028333,0.233504256,Inf,0.00028617,1.619761431,0.288028333,0.428247173,Inf,0.033844658,1.619761431
0.315203374,0.263980745,Inf,0.000320074,2.349243534,0.315203374,0.46367787,Inf,0.036175428,2.349243534
0.309160344,0.26819013,Inf,0.000353916,1.462911368,0.309160344,0.440455176,Inf,0.033376104,1.462911368
0.319192127,0.266437251,Inf,0.000318155,1.404047916,0.319192127,0.456725237,Inf,0.034800322,1.404047916
0.326159184,0.282727727,Inf,0.000359592,2.104449708,0.326159184,0.480416386,Inf,0.037622968,2.104449708
0.287106688,0.239009888,Inf,0.00030652,1.403639284,0.287106688,0.42533408,Inf,0.033467818,1.403639284
0.276535467,0.222510423,Inf,0.000278331,1.471135494,0.276535467,0.408806252,Inf,0.032175745,1.471135494
0.31266834,0.256863871,Inf,0.0003025,1.327632295,0.31266834,0.453832332,Inf,0.03508135,1.327632295
0.302328259,0.248227536,Inf,0.00029956,1.573600593,0.302328259,0.441844946,Inf,0.034328293,1.573600593
0.305451287,0.25254489,Inf,0.00030608,1.718220612,0.305451287,0.4367924,Inf,0.033227667,1.718220612
0.326478991,0.278121608,Inf,0.000340338,1.731097486,0.326478991,0.441849342,Inf,0.031703775,1.731097486
0.304711751,0.248277594,Inf,0.000294553,1.417183522,0.304711751,0.435626758,Inf,0.033182646,1.417183522
0.323977685,0.283754961,Inf,0.000371085,1.603929853,0.323977685,0.452625454,Inf,0.033665612,1.603929853
0.282298529,0.236667042,Inf,0.000310998,1.341891181,0.282298529,0.414064195,Inf,0.032276907,1.341891181
0.287674963,0.241600434,Inf,0.00031427,1.243662428,0.287674963,0.414933245,Inf,0.031850878,1.243662428
0.298283799,0.245544849,Inf,0.000300701,1.36946597,0.298283799,0.427739568,Inf,0.032640362,1.36946597
0.334115629,0.282562415,Inf,0.000335026,1.575080896,0.334115629,0.473049531,Inf,0.035637726,1.575080896
0.316722457,0.26449061,Inf,0.000317938,1.381640778,0.316722457,0.452356662,Inf,0.034385367,1.381640778
0.31206887,0.256548798,Inf,0.00030308,1.348353466,0.31206887,0.441566542,Inf,0.033279173,1.348353466
0.289173953,0.235544293,Inf,0.000289967,1.309179968,0.289173953,0.415948904,Inf,0.031845034,1.309179968
0.314354725,0.263358982,Inf,0.00032026,1.514884555,0.314354725,0.440840566,Inf,0.032889384,1.514884555
0.273498825,0.223197677,Inf,0.000287129,1.438127653,0.273498825,0.395785351,Inf,0.030458057,1.438127653
0.311693201,0.265554523,Inf,0.000335734,1.571565911,0.311693201,0.456843575,Inf,0.035642866,1.571565911
0.312561705,0.264878092,Inf,0.000330666,1.522563334,0.312561705,0.443511184,Inf,0.033577214,1.522563334
0.32946921,0.284489239,Inf,0.000356216,2.19597617,0.32946921,0.483682171,Inf,0.03768988,2.19597617
0.276098858,0.219327408,Inf,0.000269481,1.421162558,0.276098858,0.395751961,Inf,0.030248751,1.421162558
0.306278352,0.251274858,Inf,0.00029989,1.444388514,0.306278352,0.437596817,Inf,0.033294275,1.444388514
0.305401298,0.251479098,Inf,0.000302852,1.353797805,0.305401298,0.44273029,Inf,0.034142197,1.353797805
0.34087223,0.295180438,Inf,0.000363567,1.911665963,0.34087223,0.48392855,Inf,0.036531684,1.911665963
0.379982879,0.331220429,Inf,0.000384962,1.559386455,0.379982879,0.529820233,Inf,0.039323888,1.559386455
0.28115031,0.226311169,Inf,0.000279418,1.374354649,0.28115031,0.412947903,Inf,0.032244745,1.374354649
0.275691203,0.226468974,Inf,0.000292438,1.674494082,0.275691203,0.396779385,Inf,0.03034985,1.674494082
0.295107181,0.243779928,Inf,0.000302563,1.721730006,0.295107181,0.426747919,Inf,0.03280367,1.721730006
0.330694959,0.283089295,Inf,0.000346994,2.035206139,0.330694959,0.482124019,Inf,0.037335607,2.035206139
0.334024945,0.284089281,Inf,0.000340938,1.719263608,0.334024945,0.468647526,Inf,0.035067047,1.719263608
0.281923739,0.23461877,Inf,0.000304746,1.417484351,0.281923739,0.41877899,Inf,0.032991543,1.417484351
0.328707334,0.278424436,Inf,0.000335055,1.958045386,0.328707334,0.468971342,Inf,0.03556918,1.958045386
0.313323226,0.269476712,Inf,0.000346145,1.341410178,0.313323226,0.434812981,Inf,0.032107401,1.341410178
0.315510189,0.252652758,Inf,0.000283157,1.613932436,0.315510189,0.453498199,Inf,0.03466351,1.613932436
0.310004034,0.264073515,Inf,0.000335043,1.68144712,0.310004034,0.443096848,Inf,0.033790492,1.68144712
0.287282914,0.229747648,Inf,0.000276407,1.257984193,0.287282914,0.418562579,Inf,0.032447731,1.257984193
0.293168966,0.23757539,Inf,0.000287164,1.391805297,0.293168966,0.424331456,Inf,0.032660933,1.391805297
0.320682445,0.282365522,Inf,0.00037602,1.74771884,0.320682445,0.450059927,Inf,0.033589241,1.74771884
0.315941001,0.261498327,Inf,0.000310032,1.886583978,0.315941001,0.462630341,Inf,0.035986408,1.886583978
0.341906169,0.276967082,Inf,0.000297464,1.593234545,0.341906169,0.501848877,Inf,0.039148796,1.593234545
0.334902798,0.27950028,Inf,0.000322128,1.6856307,0.334902798,0.466584371,Inf,0.03459668,1.6856307
0.312718967,0.25244886,Inf,0.000288808,1.3442179,0.312718967,0.443295778,Inf,0.03352366,1.3442179
0.355574249,0.315748187,Inf,0.00040262,2.122456537,0.355574249,0.507452235,Inf,0.038564934,2.122456537
0.347580635,0.292072127,Inf,0.000332095,1.889164986,0.347580635,0.4866539,Inf,0.036270744,1.889164986
0.307463282,0.264991419,Inf,0.000346027,1.445316642,0.307463282,0.433792198,Inf,0.032566145,1.445316642
0.317548904,0.267747871,Inf,0.000327231,1.682514075,0.317548904,0.458349882,Inf,0.035236361,1.682514075
0.295244828,0.249873972,Inf,0.000323714,1.559260961,0.295244828,0.417052262,Inf,0.031344589,1.559260961
0.309746881,0.258120984,Inf,0.00031396,1.605433487,0.309746881,0.448194112,Inf,0.034484178,1.605433487
0.328174878,0.256714913,Inf,0.000269475,1.992211322,0.328174878,0.478644358,Inf,0.037098007,1.992211322
0.478333527,0.45004949,Inf,0.000575269,1.327441334,0.478333527,1.709438113,Inf,0.279146685,1.327441334
0.260518866,0.212886108,Inf,0.00028426,1.313594703,0.260518866,0.37297924,Inf,0.028396415,1.313594703
0.285747356,0.240786756,Inf,0.00031658,1.450463106,0.285747356,0.419857948,Inf,0.032846089,1.450463106
0.291705783,0.245907238,Inf,0.000319179,1.333596873,0.291705783,0.428375787,Inf,0.033491875,1.333596873
0.321035211,0.26112295,Inf,0.000296433,1.655613171,0.321035211,0.468376739,Inf,0.03635456,1.655613171
0.294162337,0.242111311,Inf,0.000299395,1.380841925,0.294162337,0.428375617,Inf,0.03317214,1.380841925
0.321201671,0.27670109,Inf,0.000350676,1.287755909,0.321201671,0.454295639,Inf,0.03425975,1.287755909
0.353573196,0.295285807,Inf,0.000327418,1.847536368,0.353573196,0.495211415,Inf,0.036904921,1.847536368
0.274442255,0.222504037,Inf,0.000282608,1.589070328,0.274442255,0.404667866,Inf,0.03174043,1.589070328
0.305366665,0.262054904,Inf,0.000340907,1.496962244,0.305366665,0.447629362,Inf,0.034879513,1.496962244
0.30810187,0.26294325,Inf,0.000336475,1.496944813,0.30810187,0.434221577,Inf,0.032571247,1.496944813
0.282998096,0.238268651,Inf,0.000314955,2.516440917,0.282998096,0.415833291,Inf,0.032373857,2.516440917
0.320579206,0.26694979,Inf,0.00031617,1.374912456,0.320579206,0.454085484,Inf,0.034233492,1.374912456
0.340186173,0.287950959,Inf,0.000337729,1.880476658,0.340186173,0.475560224,Inf,0.035367369,1.880476658
0.341167687,0.294941898,Inf,0.000361885,1.58595999,0.341167687,0.471801926,Inf,0.034719367,1.58595999
0.315551989,0.267690427,Inf,0.000333613,1.852189863,0.315551989,0.452568233,Inf,0.03451178,1.852189863
0.332810706,0.285079371,Inf,0.000348257,1.386939285,0.332810706,0.474367217,Inf,0.036018865,1.386939285
0.337631038,0.295223585,Inf,0.000374299,1.677859031,0.337631038,0.465702793,Inf,0.034148021,1.677859031
0.282820848,0.235058301,Inf,0.000303946,1.591129165,0.282820848,0.411659382,Inf,0.031902817,1.591129165
0.273343926,0.215816348,Inf,0.000265005,1.356223605,0.273343926,0.400971737,Inf,0.031267125,1.356223605
0.294968816,0.251746498,Inf,0.000331158,1.530487299,0.294968816,0.427722355,Inf,0.032976885,1.530487299
0.265538872,0.219869941,Inf,0.000295516,0.98847374,0.265538872,0.384118033,Inf,0.029597057,0.98847374
0.309647633,0.262861215,Inf,0.00033126,1.518796166,0.309647633,0.448024522,Inf,0.0345401,1.518796166
0.323276958,0.276867426,Inf,0.000345087,1.431886968,0.323276958,0.458643294,Inf,0.034679067,1.431886968
0.282289936,0.227786191,Inf,0.000281407,1.514404491,0.282289936,0.41822379,Inf,0.032967416,1.514404491
0.285750591,0.234385608,Inf,0.000294373,1.39609923,0.285750591,0.421935526,Inf,0.033133698,1.39609923
0.296690721,0.244347459,Inf,0.000300548,1.047195895,0.296690721,0.406184058,Inf,0.029568359,1.047195895
0.290453259,0.240728184,Inf,0.000304141,1.456620897,0.290453259,0.41144109,Inf,0.031015786,1.456620897
0.299502567,0.246147682,Inf,0.000299602,1.709612936,0.299502567,0.428948736,Inf,0.032675316,1.709612936
0.290397755,0.24984663,Inf,0.000337936,1.390770232,0.290397755,0.426074955,Inf,0.033225972,1.390770232
0.282557736,0.236250978,Inf,0.000308798,1.327159448,0.282557736,0.413424156,Inf,0.032158662,1.327159448
0.324942523,0.279212073,Inf,0.000349098,1.930192605,0.324942523,0.459012966,Inf,0.034464556,1.930192605
0.29532385,0.248991174,Inf,0.00032025,1.596661055,0.29532385,0.438197131,Inf,0.034525147,1.596661055
0.290641377,0.239960229,Inf,0.000300837,1.657712224,0.290641377,0.429565782,Inf,0.033745653,1.657712224
0.288729005,0.237528265,Inf,0.000297591,1.334977251,0.288729005,0.416638345,Inf,0.032001086,1.334977251
0.335854744,0.294079873,Inf,0.000375628,1.721435939,0.335854744,0.46524607,Inf,0.034271794,1.721435939
0.321689153,0.269468496,Inf,0.000322168,1.521502253,0.321689153,0.456603264,Inf,0.034594899,1.521502253
0.324298695,0.271636002,Inf,0.00032277,1.904740702,0.324298695,0.462317556,Inf,0.035094223,1.904740702
0.289423339,0.236300859,Inf,0.0002918,1.567691744,0.289423339,0.426344616,Inf,0.033390079,1.567691744
0.33745737,0.279400505,Inf,0.000315286,1.629885445,0.33745737,0.485441974,Inf,0.037221316,1.629885445
0.32197774,0.281141741,Inf,0.000366337,1.482253362,0.32197774,0.460521405,Inf,0.035078793,1.482253362
0.291309085,0.244245176,Inf,0.000313941,1.422339607,0.291309085,0.411257346,Inf,0.030897696,1.422339607
0.354129184,0.3026631,Inf,0.000352155,1.826876707,0.354129184,0.483292785,Inf,0.035031473,1.826876707
0.350504251,0.289906761,Inf,0.000317069,1.591767266,0.350504251,0.49407185,Inf,0.037089253,1.591767266
0.314937572,0.262461603,Inf,0.000315594,1.676704438,0.314937572,0.465991467,Inf,0.036607046,1.676704438
0.335090544,0.287446686,Inf,0.000350428,1.488072291,0.335090544,0.467864554,Inf,0.034772449,1.488072291
0.335851815,0.289715741,Inf,0.000358382,1.612959597,0.335851815,0.475914621,Inf,0.035876928,1.612959597
0.32285098,0.271092365,Inf,0.000324866,1.695285813,0.32285098,0.454233015,Inf,0.034015654,1.695285813
0.280917356,0.238601815,Inf,0.000322139,1.423726779,0.280917356,0.403041195,Inf,0.030806973,1.423726779
