clado1,mu1,K1,gam1,ana1,clado2,mu2,K2,gam2,ana2
0.312620803,0.263022075,Inf,0.000323769,1.411012992,0.312620803,0.440947993,Inf,0.033134497,1.411012992
0.342510642,0.296292485,Inf,0.0003628,1.30098447,0.342510642,0.465466874,Inf,0.033602722,1.30098447
0.327837745,0.273827824,Inf,0.000321171,1.402749271,0.327837745,0.469485453,Inf,0.03578844,1.402749271
0.294536179,0.233069272,Inf,0.000271008,1.478980648,0.294536179,0.421560654,Inf,0.032118907,1.478980648
0.319990197,0.278175179,Inf,0.0003606,1.679037859,0.319990197,0.452679167,Inf,0.034099039,1.679037859
0.308860092,0.254461656,Inf,0.000304227,1.235002123,0.308860092,0.440123092,Inf,0.033412544,1.235002123
0.300730667,0.252443967,Inf,0.000317939,1.324146354,0.300730667,0.426086178,Inf,0.032215246,1.324146354
0.336277816,0.279842158,Inf,0.000319977,1.930580683,0.336277816,0.489760324,Inf,0.037925281,1.930580683
0.307282029,0.257545712,Inf,0.000318536,1.351601552,0.307282029,0.444559035,Inf,0.034306426,1.351601552
0.300454785,0.246915609,Inf,0.000299958,1.706200669,0.300454785,0.426805767,Inf,0.032241439,1.706200669
0.283638024,0.240052674,Inf,0.000319724,1.708863943,0.283638024,0.417361378,Inf,0.032612383,1.708863943
0.288425181,0.24759984,Inf,0.000334659,1.182820778,0.288425181,0.410108976,Inf,0.03103964,1.182820778
0.300541511,0.244981273,Inf,0.000293408,1.410589858,0.300541511,0.427747789,Inf,0.032401528,1.410589858
0.330844259,0.282110402,Inf,0.00034276,1.478287701,0.330844259,0.462287984,Inf,0.034426544,1.478287701
0.334281966,0.292614309,Inf,0.0003744,1.634919247,0.334281966,0.46880414,Inf,0.034963052,1.634919247
0.31130159,0.25997761,Inf,0.00031646,1.386796008,0.31130159,0.455488233,Inf,0.035444795,1.386796008
0.300835722,0.242992121,Inf,0.000286534,1.839157761,0.300835722,0.430829086,Inf,0.032819459,1.839157761
0.305084722,0.251351846,Inf,0.000303003,1.30610255,0.305084722,0.442445718,Inf,0.034205865,1.30610255
0.310153669,0.253047969,Inf,0.00029634,1.445411872,0.310153669,0.442935897,Inf,0.033721294,1.445411872
0.312826665,0.245183511,Inf,0.000268165,1.345066469,0.312826665,0.458964198,Inf,0.035845118,1.345066469
0.293259971,0.246209005,Inf,0.000315807,1.861874853,0.293259971,0.418606984,Inf,0.031805342,1.861874853
0.345913225,0.296890916,Inf,0.000355027,1.400538926,0.345913225,0.482215019,Inf,0.03582149,1.400538926
0.33661022,0.28783151,Inf,0.00034745,1.353029482,0.33661022,0.460431793,Inf,0.033488054,1.353029482
0.278339492,0.236507231,Inf,0.000321555,1.161189881,0.278339492,0.402104417,Inf,0.030947231,1.161189881
0.316385919,0.27372479,Inf,0.00035366,1.401652116,0.316385919,0.449082768,Inf,0.033945697,1.401652116
0.294255107,0.242724796,Inf,0.000301093,1.337866599,0.294255107,0.421576838,Inf,0.032133986,1.337866599
0.302205711,0.259296576,Inf,0.000339647,1.422665317,0.302205711,0.443234338,Inf,0.034551628,1.422665317
0.299068277,0.254162533,Inf,0.000329,2.032412495,0.299068277,0.440992263,Inf,0.034489192,2.032412495
0.306719691,0.256063047,Inf,0.000314856,1.278803219,0.306719691,0.443036846,Inf,0.034082315,1.278803219
0.288236484,0.238171461,Inf,0.000300844,1.318037425,0.288236484,0.416865199,Inf,0.032093495,1.318037425
0.348392179,0.30723462,Inf,0.000390426,1.529912123,0.348392179,0.493082692,Inf,0.037235369,1.529912123
0.285310337,0.241158525,Inf,0.000318979,1.584882743,0.285310337,0.414446314,Inf,0.031990424,1.584882743
0.344948158,0.301071171,Inf,0.000374829,1.413376125,0.344948158,0.466411436,Inf,0.033457912,1.413376125
0.314108992,0.262272656,Inf,0.000317069,1.52745317,0.314108992,0.44333925,Inf,0.033337094,1.52745317
0.354089726,0.303681668,Inf,0.000356309,2.05125892,0.354089726,0.498724139,Inf,0.037422435,2.05125892
0.296133812,0.235035124,Inf,0.000273233,1.595002062,0.296133812,0.435302309,Inf,0.033966258,1.595002062
0.325927668,0.263656361,Inf,0.000293284,1.545557258,0.325927668,0.47096916,Inf,0.036188056,1.545557258
0.329189442,0.282309468,Inf,0.000348422,1.579557434,0.329189442,0.459936841,Inf,0.034200701,1.579557434
0.2873697,0.235392979,Inf,0.000293774,1.428027366,0.2873697,0.425898209,Inf,0.033521398,1.428027366
0.298353002,0.249049677,Inf,0.000313099,1.350017328,0.298353002,0.433502081,Inf,0.033546148,1.350017328
0.27140777,0.229219893,Inf,0.000313552,1.084351496,0.27140777,0.39161877,Inf,0.030075498,1.084351496
0.342005973,0.29425414,Inf,0.000356169,1.768274925,0.342005973,0.488957313,Inf,0.037190227,1.768274925
0.322523537,0.273659199,Inf,0.00033504,1.401820774,0.322523537,0.445893326,Inf,0.032857984,1.401820774
0.283836556,0.244062719,Inf,0.000334769,1.568469146,0.283836556,0.415218108,Inf,0.032267954,1.568469146
0.289480637,0.233968573,Inf,0.000284425,1.239835114,0.289480637,0.41094238,Inf,0.031061502,1.239835114
0.306512451,0.248477418,Inf,0.000290544,1.655333221,0.306512451,0.457163775,Inf,0.036157602,1.655333221
0.380694832,0.336812545,Inf,0.000406754,1.45847368,0.380694832,0.513046313,Inf,0.036674029,1.45847368
0.284760239,0.232477542,Inf,0.00029022,1.494060222,0.284760239,0.422082668,Inf,0.033224873,1.494060222
0.29287719,0.239696925,Inf,0.000294402,1.521237072,0.29287719,0.421581275,Inf,0.032268679,1.521237072
0.385190451,0.322535937,Inf,0.000337245,1.81248701,0.385190451,0.531060474,Inf,0.038968888,1.81248701
0.315477231,0.273107071,Inf,0.000354091,1.720217507,0.315477231,0.450501087,Inf,0.034190849,1.720217507
0.289755146,0.241119814,Inf,0.000306568,1.471264176,0.289755146,0.424400019,Inf,0.033037087,1.471264176
0.3012263,0.246243381,Inf,0.000295869,1.553681899,0.3012263,0.437394807,Inf,0.033764704,1.553681899
0.313436825,0.266560011,Inf,0.00033451,1.357455673,0.313436825,0.448668557,Inf,0.034155754,1.357455673
0.304771771,0.254946445,Inf,0.000316104,1.535259602,0.304771771,0.441322799,Inf,0.033979643,1.535259602
0.337526895,0.292421332,Inf,0.000362952,2.165308705,0.337526895,0.482891234,Inf,0.036720091,2.165308705
0.318899309,0.26867835,Inf,0.000326543,1.342580437,0.318899309,0.443554648,Inf,0.032824886,1.342580437
0.314753129,0.260793238,Inf,0.000310495,1.926242815,0.314753129,0.445168835,Inf,0.033470561,1.926242815
0.296260882,0.255592765,Inf,0.000342962,1.329128511,0.296260882,0.414757474,Inf,0.030921743,1.329128511
0.284185032,0.235099154,Inf,0.000300441,1.41306422,0.284185032,0.409180497,Inf,0.03142769,1.41306422
0.341101933,0.292306063,Inf,0.000351178,1.530178065,0.341101933,0.494906172,Inf,0.038210396,1.530178065
0.314899508,0.270325025,Inf,0.000344672,1.74406512,0.314899508,0.445757631,Inf,0.033547476,1.74406512
0.321188686,0.273766378,Inf,0.000339292,1.93160504,0.321188686,0.461362617,Inf,0.035275672,1.93160504
0.318387746,0.248852223,Inf,0.000267107,1.752757638,0.318387746,0.475945269,Inf,0.037710973,1.752757638
0.345480979,0.310730462,Inf,0.000417193,1.506734507,0.345480979,0.464539148,Inf,0.033125336,1.506734507
0.32216945,0.274039029,Inf,0.000337276,1.536668335,0.32216945,0.45053172,Inf,0.033542597,1.536668335
0.31937198,0.275823282,Inf,0.000352875,1.813794248,0.31937198,0.441097198,Inf,0.032369154,1.813794248
0.344761328,0.303437071,Inf,0.000385623,1.818447808,0.344761328,0.47964893,Inf,0.03553239,1.818447808
0.297950545,0.258189916,Inf,0.000348144,1.676862815,0.297950545,0.425544068,Inf,0.032332046,1.676862815
0.308201843,0.257348947,Inf,0.000315347,1.588531817,0.308201843,0.447147856,Inf,0.034527496,1.588531817
0.331111658,0.28168462,Inf,0.00034038,1.444598364,0.331111658,0.4583811,Inf,0.033758926,1.444598364
0.280086799,0.224797235,Inf,0.000277194,1.271047777,0.280086799,0.409796277,Inf,0.031916543,1.271047777
0.318347703,0.263294553,Inf,0.000309641,1.493782749,0.318347703,0.455820242,Inf,0.034732872,1.493782749
0.307785218,0.261777812,Inf,0.000332784,1.931256031,0.307785218,0.453487888,Inf,0.035462271,1.931256031
0.317759096,0.258272108,Inf,0.00029525,1.832826727,0.317759096,0.448447717,Inf,0.033652474,1.832826727
0.32678556,0.267304374,Inf,0.000302264,1.496823335,0.32678556,0.468813027,Inf,0.035864698,1.496823335
0.316910674,0.263010636,Inf,0.00031196,1.574242106,0.316910674,0.457465117,Inf,0.035152369,1.574242106
0.320067282,0.274573285,Inf,0.000345551,1.869042156,0.320067282,0.458663635,Inf,0.034945429,1.869042156
0.324030176,0.272020909,Inf,0.000324394,1.471342881,0.324030176,0.461468062,Inf,0.035023512,1.471342881
0.283910856,0.240692874,Inf,0.000321438,1.630905068,0.283910856,0.409810457,Inf,0.03144638,1.630905068
0.282519012,0.238676229,Inf,0.000317653,1.359064436,0.282519012,0.4141047,Inf,0.032285433,1.359064436
0.313347265,0.26241155,Inf,0.000319554,1.628872477,0.313347265,0.457666415,Inf,0.035519239,1.628872477
0.329866891,0.277731776,Inf,0.000329413,1.523820882,0.329866891,0.476120311,Inf,0.036605936,1.523820882
0.289658604,0.24782204,Inf,0.00033224,1.212292212,0.289658604,0.418787471,Inf,0.03223147,1.212292212
0.320153684,0.279467461,Inf,0.000365442,1.714861723,0.320153684,0.45799369,Inf,0.034852949,1.714861723
0.296846456,0.251767094,Inf,0.000326359,1.716577976,0.296846456,0.434130294,Inf,0.033805808,1.716577976
0.332856816,0.280911063,Inf,0.000332542,1.437992851,0.332856816,0.468244863,Inf,0.035080992,1.437992851
0.304020624,0.255654015,Inf,0.000320641,1.425130234,0.304020624,0.434307489,Inf,0.033078123,1.425130234
0.273906231,0.231677342,Inf,0.000315438,1.620383266,0.273906231,0.403791754,Inf,0.03156076,1.620383266
0.32016902,0.276352591,Inf,0.000352236,1.308538836,0.32016902,0.444759512,Inf,0.032899071,1.308538836
0.318383429,0.267290306,Inf,0.000323323,1.897677646,0.318383429,0.465190599,Inf,0.036087993,1.897677646
0.336608826,0.278464444,Inf,0.000314399,1.958925129,0.336608826,0.472480962,Inf,0.03528501,1.958925129
0.285952194,0.224038545,Inf,0.00026301,1.308015215,0.285952194,0.414303566,Inf,0.031952112,1.308015215
0.367878732,0.306382293,Inf,0.000327889,1.655843867,0.367878732,0.513094984,Inf,0.038159086,1.655843867
0.379360369,0.339226148,Inf,0.000422869,1.700058228,0.379360369,0.520439927,Inf,0.037975143,1.700058228
0.334819542,0.283526433,Inf,0.000336562,1.32704278,0.334819542,0.468918888,Inf,0.034971866,1.32704278
0.301225526,0.247477606,Inf,0.000299736,1.801927059,0.301225526,0.445223831,Inf,0.034935604,1.801927059
0.313869832,0.260008141,Inf,0.00030997,1.635888072,0.313869832,0.452592226,Inf,0.034686433,1.635888072
0.33189697,0.283064793,Inf,0.000343642,1.618336394,0.33189697,0.475856814,Inf,0.036289926,1.618336394
0.324779587,0.273783062,Inf,0.000328932,1.381933061,0.324779587,0.455259809,Inf,0.034008649,1.381933061
0.317933395,0.262768338,Inf,0.000309151,1.398834929,0.317933395,0.449718992,Inf,0.03388651,1.398834929
0.335991299,0.291308142,Inf,0.000363302,1.596431733,0.335991299,0.470365866,Inf,0.035107059,1.596431733
0.315404347,0.267193606,Inf,0.000331219,1.374930799,0.315404347,0.450319741,Inf,0.034215383,1.374930799
0.321852748,0.267029588,Inf,0.000313419,1.88957048,0.321852748,0.458650136,Inf,0.034809719,1.88957048
0.33377526,0.26655876,Inf,0.000284862,1.45481299,0.33377526,0.47055554,Inf,0.035351796,1.45481299
0.302349022,0.246922694,Inf,0.000295324,1.509626556,0.302349022,0.430853664,Inf,0.032668098,1.509626556
0.331212458,0.297735353,Inf,0.000409424,2.026334048,0.331212458,0.480026438,Inf,0.036952058,2.026334048
0.306701162,0.260892532,Inf,0.000332331,1.532050313,0.306701162,0.445513154,Inf,0.034435739,1.532050313
0.328068624,0.274227543,Inf,0.000321887,1.229935269,0.328068624,0.459746907,Inf,0.034333899,1.229935269
0.268864772,0.217904204,Inf,0.000280926,1.125873637,0.268864772,0.389296881,Inf,0.030041545,1.125873637
0.316896378,0.27286457,Inf,0.000348796,1.207396211,0.316896378,0.443729719,Inf,0.033089167,1.207396211
0.282714315,0.222508,Inf,0.000264984,1.579207294,0.282714315,0.425458889,Inf,0.033962741,1.579207294
0.271344334,0.221435732,Inf,0.000286595,1.232471983,0.271344334,0.389293281,Inf,0.029726529,1.232471983
0.329830584,0.281960716,Inf,0.000345272,1.528270138,0.329830584,0.465975719,Inf,0.035039755,1.528270138
0.347562195,0.302297954,Inf,0.000371488,2.869750714,0.347562195,0.492090941,Inf,0.03698897,2.869750714
0.316289478,0.26979028,Inf,0.000338396,1.382201572,0.316289478,0.44382983,Inf,0.033162298,1.382201572
0.291664555,0.237833197,Inf,0.000291394,1.215291761,0.291664555,0.425268156,Inf,0.032995007,1.215291761
0.306953034,0.257829214,Inf,0.000320485,1.487208871,0.306953034,0.441978911,Inf,0.033866857,1.487208871
0.311733138,0.244497819,Inf,0.000268449,1.686070708,0.311733138,0.454188767,Inf,0.035218953,1.686070708
0.321334074,0.26256474,Inf,0.000301076,1.495518189,0.321334074,0.455151177,Inf,0.034299126,1.495518189
0.330608107,0.27594811,Inf,0.000321145,1.375320208,0.330608107,0.47976831,Inf,0.037100058,1.375320208
0.250862365,0.199561235,Inf,0.000264223,1.360711412,0.250862365,0.375425968,Inf,0.029774602,1.360711412
0.294366564,0.232267466,Inf,0.000269016,1.346063719,0.294366564,0.416290497,Inf,0.031334623,1.346063719
0.29632538,0.255510593,Inf,0.000342463,2.179621851,0.29632538,0.435528973,Inf,0.033934456,2.179621851
0.297193639,0.246480076,Inf,0.00030643,1.362028087,0.297193639,0.434032509,Inf,0.033702712,1.362028087
0.308894719,0.267174551,Inf,0.000350608,1.316229499,0.308894719,0.433569636,Inf,0.032425036,1.316229499
0.279130842,0.222354607,Inf,0.000271947,1.227142322,0.279130842,0.404159136,Inf,0.031146764,1.227142322
0.305634854,0.255982192,Inf,0.000317529,1.389598726,0.305634854,0.438628377,Inf,0.033573222,1.389598726
0.355475873,0.299087664,Inf,0.000335469,1.797640165,0.355475873,0.502298875,Inf,0.037819739,1.797640165
0.280695974,0.228534054,Inf,0.000287484,1.41836849,0.280695974,0.4116285,Inf,0.032066922,1.41836849
0.307008624,0.251895338,Inf,0.000300588,1.507815741,0.307008624,0.435286963,Inf,0.032868343,1.507815741
0.316538553,0.272508256,Inf,0.000348367,1.501851678,0.316538553,0.447343779,Inf,0.033649421,1.501851678
0.304325536,0.255023519,Inf,0.000317623,1.703170106,0.304325536,0.437156318,Inf,0.033411993,1.703170106
0.346352293,0.298514927,Inf,0.000359685,1.670869398,0.346352293,0.482451982,Inf,0.035782206,1.670869398
0.286443986,0.235819622,Inf,0.00029724,1.331345735,0.286443986,0.413333131,Inf,0.031769645,1.331345735
0.324808899,0.275338209,Inf,0.000334763,1.343549725,0.324808899,0.467581656,Inf,0.035835779,1.343549725
0.266934791,0.220228437,Inf,0.000293538,1.485700774,0.266934791,0.390204774,Inf,0.030310188,1.485700774
0.300955029,0.250129282,Inf,0.000309273,1.797814295,0.300955029,0.428707728,Inf,0.032545751,1.797814295
0.307310232,0.26123733,Inf,0.000331984,2.059995248,0.307310232,0.448012945,Inf,0.034730053,2.059995248
0.308603092,0.247621399,Inf,0.000283451,1.208739647,0.308603092,0.437764495,Inf,0.033061909,1.208739647
0.2881863,0.232912141,Inf,0.000284209,1.509610885,0.2881863,0.42155018,Inf,0.032767447,1.509610885
0.350466759,0.302362574,Inf,0.00036226,1.463153606,0.350466759,0.471913583,Inf,0.033732503,1.463153606
0.280127352,0.217875405,Inf,0.000257532,1.382636049,0.280127352,0.41124119,Inf,0.032067492,1.382636049
0.293896376,0.236675809,Inf,0.000282769,1.900218773,0.293896376,0.415980244,Inf,0.031276536,1.900218773
0.342960166,0.295429302,Inf,0.000357955,1.47725079,0.342960166,0.487431269,Inf,0.036884768,1.47725079
0.353029012,0.307707659,Inf,0.000375903,1.680484064,0.353029012,0.49406604,Inf,0.036773602,1.680484064
0.38926356,0.328608495,Inf,0.000347036,1.808358939,0.38926356,0.529263315,Inf,0.038209393,1.808358939
0.291540099,0.241494447,Inf,0.000303813,1.808376335,0.291540099,0.429280562,Inf,0.033538134,1.808376335
0.332545236,0.286654675,Inf,0.000355344,1.487590666,0.332545236,0.453752002,Inf,0.032877393,1.487590666
0.292760266,0.235735955,Inf,0.000282414,1.784271059,0.292760266,0.420796627,Inf,0.032147245,1.784271059
0.304050072,0.254997863,Inf,0.000318196,1.34616356,0.304050072,0.44368336,Inf,0.034466936,1.34616356
0.295033542,0.246606127,Inf,0.000312446,1.711462897,0.295033542,0.425059606,Inf,0.03254997,1.711462897
0.301662467,0.246564436,Inf,0.00029587,1.375721383,0.301662467,0.434829057,Inf,0.033359925,1.375721383
0.348550424,0.308471119,Inf,0.000394958,1.520853733,0.348550424,0.486072543,Inf,0.036111771,1.520853733
0.307868286,0.256582679,Inf,0.000313301,1.380170755,0.307868286,0.444519763,Inf,0.03414066,1.380170755
0.322671314,0.275496096,Inf,0.000341386,1.544516102,0.322671314,0.465163063,Inf,0.035687635,1.544516102
0.3280831,0.283169784,Inf,0.000355469,1.346857365,0.3280831,0.451936739,Inf,0.03312077,1.346857365
0.303032282,0.249891119,Inf,0.000302906,1.210516687,0.303032282,0.428651145,Inf,0.032288684,1.210516687
0.279682447,0.231015666,Inf,0.000298022,1.21074098,0.279682447,0.398461046,Inf,0.030232554,1.21074098
0.30620571,0.250300059,Inf,0.000296941,1.224322748,0.30620571,0.441367897,Inf,0.033857291,1.224322748
0.311133648,0.263104785,Inf,0.000327573,1.407275358,0.311133648,0.4411867,Inf,0.033333183,1.407275358
0.32101008,0.271967164,Inf,0.000333046,1.354856742,0.32101008,0.453945883,Inf,0.0341812,1.354856742
0.274420886,0.220674708,Inf,0.000277182,1.401710852,0.274420886,0.400966418,Inf,0.031134343,1.401710852
0.317553746,0.264615237,Inf,0.000316485,1.717676606,0.317553746,0.45675347,Inf,0.034962067,1.717676606
0.294703306,0.241329112,Inf,0.0002956,1.479555569,0.294703306,0.422721406,Inf,0.03228481,1.479555569
0.295328288,0.245890957,Inf,0.00030914,1.638957645,0.295328288,0.432686603,Inf,0.033652959,1.638957645
0.328414008,0.273187542,Inf,0.00031736,1.519822978,0.328414008,0.466269735,Inf,0.035258392,1.519822978
0.309771724,0.25975107,Inf,0.000319369,2.230763763,0.309771724,0.447710622,Inf,0.03436337,2.230763763
0.332922961,0.279933237,Inf,0.000328803,1.613705015,0.332922961,0.467220373,Inf,0.034887874,1.613705015
0.305946132,0.26192606,Inf,0.000338559,1.497950767,0.305946132,0.443539475,Inf,0.034222902,1.497950767
0.319449292,0.264758444,Inf,0.000311866,1.455661605,0.319449292,0.46674782,Inf,0.036311583,1.455661605
0.314125236,0.266794425,Inf,0.000333359,1.611634048,0.314125236,0.45540523,Inf,0.035118761,1.611634048
0.297495628,0.244256636,Inf,0.000298253,1.301539963,0.297495628,0.424959532,Inf,0.032331387,1.301539963
0.338475879,0.277443256,Inf,0.000306716,1.34864106,0.338475879,0.472551812,Inf,0.035156411,1.34864106
0.294143252,0.237421797,Inf,0.000284468,1.593679015,0.294143252,0.422900057,Inf,0.032350213,1.593679015
0.312458303,0.254291468,Inf,0.000294955,1.88207528,0.312458303,0.454725326,Inf,0.035155428,1.88207528
0.315903164,0.258793356,Inf,0.000301019,1.37028975,0.315903164,0.451676575,Inf,0.034383158,1.37028975
0.311741648,0.265218509,Inf,0.000334281,1.669891314,0.311741648,0.443849025,Inf,0.033607487,1.669891314
0.282673406,0.229470729,Inf,0.000285869,1.662749873,0.282673406,0.409671236,Inf,0.031572258,1.662749873
0.34071775,0.296654125,Inf,0.000370106,1.927933762,0.34071775,0.467699937,Inf,0.034191153,1.927933762
0.314738565,0.267227124,Inf,0.000333261,1.251333306,0.314738565,0.442738359,Inf,0.033196477,1.251333306
0.330959182,0.283917964,Inf,0.000349291,1.72946897,0.330959182,0.467812731,Inf,0.035182799,1.72946897
0.289104768,0.242040932,Inf,0.000312122,1.355582911,0.289104768,0.42309649,Inf,0.03295645,1.355582911
0.357539424,0.303340723,Inf,0.000345123,1.666870749,0.357539424,0.483709085,Inf,0.034714222,1.666870749
0.312825961,0.264983031,Inf,0.00033033,1.384344188,0.312825961,0.439612406,Inf,0.032895551,1.384344188
0.270788626,0.22412045,Inf,0.000296952,1.280801745,0.270788626,0.395027077,Inf,0.030639357,1.280801745
0.309963723,0.253487495,Inf,0.000298215,1.53124003,0.309963723,0.433778666,Inf,0.032302834,1.53124003
0.301546298,0.258027094,Inf,0.000336725,1.503128122,0.301546298,0.43201886,Inf,0.032964493,1.503128122
0.333411827,0.288781026,Inf,0.000360979,1.840059627,0.333411827,0.466163111,Inf,0.034649803,1.840059627
0.329634783,0.286756997,Inf,0.000364978,1.46120275,0.329634783,0.462245876,Inf,0.034493288,1.46120275
0.325242226,0.276734962,Inf,0.000338748,1.819150496,0.325242226,0.463312568,Inf,0.035095642,1.819150496
0.289716037,0.239827837,Inf,0.000302695,1.209934692,0.289716037,0.412421475,Inf,0.031256657,1.209934692
0.354100524,0.300560136,Inf,0.000344554,1.923207706,0.354100524,0.501559707,Inf,0.037812165,1.923207706
0.292095225,0.235357121,Inf,0.000282591,1.523500368,0.292095225,0.433448824,Inf,0.034147401,1.523500368
0.280120615,0.231781264,Inf,0.000299448,1.224102752,0.280120615,0.405484995,Inf,0.031221853,1.224102752
0.331008958,0.281043365,Inf,0.000338296,1.689631217,0.331008958,0.478324431,Inf,0.036775231,1.689631217
0.318881548,0.274414509,Inf,0.000348586,1.76258198,0.318881548,0.463428264,Inf,0.035813942,1.76258198
0.31660863,0.265917314,Inf,0.000323256,2.083743771,0.31660863,0.45235766,Inf,0.034348219,2.083743771
0.313459976,0.255648742,Inf,0.000296955,1.678413289,0.313459976,0.453676003,Inf,0.034928133,1.678413289
0.338146164,0.285475567,Inf,0.000334418,1.34783615,0.338146164,0.472804269,Inf,0.035229284,1.34783615
0.311795793,0.256179015,Inf,0.000302541,1.402450096,0.311795793,0.446030078,Inf,0.033958498,1.402450096
0.325403521,0.273071949,Inf,0.000324926,1.482218826,0.325403521,0.464253514,Inf,0.035281557,1.482218826
0.266692645,0.220741134,Inf,0.000295587,1.480987365,0.266692645,0.400210771,Inf,0.031887502,1.480987365
0.281338629,0.231019822,Inf,0.000293967,1.531519618,0.281338629,0.415895348,Inf,0.03267868,1.531519618
0.323690373,0.272383128,Inf,0.000327133,1.405383739,0.323690373,0.448413726,Inf,0.033090609,1.405383739
0.300235082,0.24439994,Inf,0.000292237,1.875626385,0.300235082,0.437690985,Inf,0.033917791,1.875626385
0.31073274,0.258552596,Inf,0.000313006,1.500832389,0.31073274,0.450556854,Inf,0.034766867,1.500832389
0.291972891,0.238465246,Inf,0.000292794,1.532425966,0.291972891,0.425223115,Inf,0.032919246,1.532425966
0.283885697,0.230194631,Inf,0.000285284,1.392523472,0.283885697,0.408153051,Inf,0.031218219,1.392523472
0.294326336,0.239438258,Inf,0.000290332,1.624408275,0.294326336,0.430261847,Inf,0.033409116,1.624408275
0.316618,0.260381564,Inf,0.000304356,1.444062926,0.316618,0.467140491,Inf,0.036652813,1.444062926
0.279798588,0.231823481,Inf,0.000300625,1.583923038,0.279798588,0.411364407,Inf,0.032115791,1.583923038
0.283059482,0.234809417,Inf,0.000302417,1.461972415,0.283059482,0.412893017,Inf,0.032056594,1.461972415
0.277039879,0.224400368,Inf,0.000282581,1.387013341,0.277039879,0.414913691,Inf,0.032977134,1.387013341
0.327175605,0.278983719,Inf,0.000341533,1.85848813,0.327175605,0.469093924,Inf,0.035801694,1.85848813
0.340038032,0.294133248,Inf,0.000361981,1.555554434,0.340038032,0.482362209,Inf,0.036453409,1.555554434
0.279857199,0.229161256,Inf,0.000291377,1.329520988,0.279857199,0.402950037,Inf,0.030856663,1.329520988
0.328238176,0.275891575,Inf,0.000327233,1.375662966,0.328238176,0.461753104,Inf,0.034606353,1.375662966
0.313895089,0.266320092,Inf,0.000332655,1.236907755,0.313895089,0.435641636,Inf,0.032206072,1.236907755
0.309410186,0.252250843,Inf,0.000295544,1.311177957,0.309410186,0.453592008,Inf,0.035393774,1.311177957
0.333259368,0.275877618,Inf,0.000313946,1.628952377,0.333259368,0.477840408,Inf,0.036471032,1.628952377
0.323712037,0.28072573,Inf,0.000359037,2.150814588,0.323712037,0.460610571,Inf,0.034846598,2.150814588
0.310992374,0.261369034,Inf,0.000322193,1.858876795,0.310992374,0.45329633,Inf,0.035093829,1.858876795
0.3073753,0.256879857,Inf,0.000315984,1.398491149,0.3073753,0.44079929,Inf,0.033671363,1.398491149
0.337096439,0.286362105,Inf,0.000340581,1.848058693,0.337096439,0.467157077,Inf,0.034441596,1.848058693
0.311267335,0.266014012,Inf,0.000338731,1.733899868,0.311267335,0.442761704,Inf,0.033504562,1.733899868
0.346594752,0.299385493,Inf,0.000362383,1.786997267,0.346594752,0.491855355,Inf,0.037183172,1.786997267
0.295834291,0.240859891,Inf,0.000291124,1.478066373,0.295834291,0.430715382,Inf,0.033343743,1.478066373
0.319039858,0.269094195,Inf,0.00032803,1.252413774,0.319039858,0.455246958,Inf,0.034618281,1.252413774
0.273186183,0.216041609,Inf,0.000265938,1.598535841,0.273186183,0.400550344,Inf,0.031223721,1.598535841
0.305039302,0.252157321,Inf,0.00030596,1.580058553,0.305039302,0.441700472,Inf,0.034007837,1.580058553
0.324038227,0.288159068,Inf,0.000390863,1.280200916,0.324038227,0.445780332,Inf,0.032615108,1.280200916
0.333072774,0.286621598,Inf,0.000353602,1.459255188,0.333072774,0.46093581,Inf,0.033954046,1.459255188
0.31906681,0.267327418,Inf,0.000321605,1.857308254,0.31906681,0.468383594,Inf,0.036508399,1.857308254
0.337194368,0.290974109,Inf,0.000358069,1.857227167,0.337194368,0.475330296,Inf,0.035749813,1.857227167
0.344989224,0.287950893,Inf,0.000324766,1.498253896,0.344989224,0.484171816,Inf,0.036207863,1.498253896
0.286572109,0.236802809,Inf,0.000300391,1.458256898,0.286572109,0.423507704,Inf,0.033305106,1.458256898
0.286708572,0.222409738,Inf,0.000257105,1.40710805,0.286708572,0.409997226,Inf,0.031216639,1.40710805
0.287451612,0.232273443,Inf,0.000283702,1.110494767,0.287451612,0.409373699,Inf,0.031067844,1.110494767
0.29549773,0.240209693,Inf,0.000290015,1.303375785,0.29549773,0.419976265,Inf,0.031784212,1.303375785
0.312215853,0.255477065,Inf,0.000299235,1.980433322,0.312215853,0.453843665,Inf,0.035047142,1.980433322
0.323320847,0.269697369,Inf,0.000318635,1.642904545,0.323320847,0.45567047,Inf,0.034205952,1.642904545
0.310704153,0.262336932,Inf,0.000326528,1.644991216,0.310704153,0.440942949,Inf,0.033325223,1.644991216
0.286215557,0.23178692,Inf,0.00028494,1.397531249,0.286215557,0.413343404,Inf,0.031763752,1.397531249
0.320356674,0.268904926,Inf,0.00032365,1.638495673,0.320356674,0.462478887,Inf,0.035509212,1.638495673
0.340864968,0.2948988,Inf,0.000362404,1.462822032,0.340864968,0.479013317,Inf,0.035847666,1.462822032
0.307319052,0.256610384,Inf,0.000315436,1.496770463,0.307319052,0.43833495,Inf,0.033284741,1.496770463
0.268773874,0.223158272,Inf,0.000298693,1.50367056,0.268773874,0.386181444,Inf,0.029494013,1.50367056
0.34980567,0.292512161,Inf,0.000327527,1.829736538,0.34980567,0.500428719,Inf,0.038146617,1.829736538
